state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Idaho,4/22/2020,-25.0,-3.0,52.0,-22.0,-41.0,15.0
Illinois,4/22/2020,-40.0,-12.0,-10.0,-51.0,-51.0,21.0
Indiana,4/22/2020,-28.0,-8.0,71.0,-21.0,-46.0,17.0
Iowa,4/22/2020,-31.0,3.0,115.0,-15.0,-40.0,15.0
Kansas,4/22/2020,-33.0,-7.0,15.0,-26.0,-44.0,18.0
Kentucky,4/22/2020,-26.0,-2.0,74.0,-26.0,-45.0,15.0
Louisiana,4/22/2020,-30.0,-9.0,-11.0,-37.0,-42.0,16.0
Maine,4/22/2020,-39.0,-14.0,-5.0,-44.0,-45.0,18.0
Maryland,4/22/2020,-36.0,-18.0,19.0,-54.0,-55.0,24.0
Massachusetts,4/22/2020,-47.0,-24.0,-18.0,-71.0,-59.0,26.0
Michigan,4/22/2020,-48.0,-19.0,-9.0,-53.0,-59.0,25.0
Minnesota,4/22/2020,-33.0,-9.0,134.0,-49.0,-49.0,19.0
Mississippi,4/22/2020,-18.0,-2.0,-5.0,-21.0,-38.0,14.0
Missouri,4/22/2020,-28.0,-7.0,-1.0,-26.0,-44.0,15.0
Montana,4/22/2020,-32.0,-2.0,49.0,-26.0,-38.0,13.0
Nebraska,4/22/2020,-25.0,-2.0,76.0,-12.0,-40.0,15.0
Nevada,4/22/2020,-39.0,-12.0,-29.0,-48.0,-52.0,20.0
New Hampshire,4/22/2020,-35.0,-15.0,-5.0,-51.0,-48.0,21.0
New Jersey,4/22/2020,-56.0,-20.0,-18.0,-66.0,-59.0,26.0
New Mexico,4/22/2020,-31.0,-7.0,-6.0,-26.0,-45.0,18.0
New York,4/22/2020,-60.0,-19.0,-28.0,-68.0,-59.0,26.0
North Carolina,4/22/2020,-29.0,-8.0,22.0,-42.0,-44.0,16.0
North Dakota,4/22/2020,-32.0,-9.0,74.0,-22.0,-36.0,15.0
Ohio,4/22/2020,-32.0,-11.0,59.0,-27.0,-47.0,18.0
Oklahoma,4/22/2020,-28.0,-9.0,-15.0,-21.0,-42.0,17.0
Oregon,4/22/2020,-38.0,-13.0,-13.0,-46.0,-48.0,18.0
Pennsylvania,4/22/2020,-41.0,-16.0,3.0,-52.0,-51.0,21.0
Rhode Island,4/22/2020,-38.0,-16.0,-2.0,-65.0,-51.0,21.0
South Carolina,4/22/2020,-25.0,-5.0,-11.0,-22.0,-41.0,15.0
South Dakota,4/22/2020,-25.0,1.0,123.0,-12.0,-38.0,14.0
Tennessee,4/22/2020,-26.0,-5.0,10.0,-29.0,-41.0,15.0
Texas,4/22/2020,-34.0,-13.0,-20.0,-41.0,-46.0,20.0
Utah,4/22/2020,-27.0,-8.0,67.0,-40.0,-47.0,17.0
Vermont,4/22/2020,-46.0,-25.0,-26.0,-53.0,-54.0,23.0
Virginia,4/22/2020,-32.0,-11.0,32.0,-45.0,-49.0,19.0
Washington,4/22/2020,-40.0,-14.0,-23.0,-57.0,-55.0,22.0
West Virginia,4/22/2020,-27.0,-10.0,20.0,-18.0,-42.0,13.0
Wisconsin,4/22/2020,-39.0,-14.0,47.0,-32.0,-44.0,19.0
Wyoming,4/22/2020,-24.0,-4.0,39.0,-9.0,-35.0,13.0
Alabama,4/23/2020,-35.0,-13.0,-31.0,-33.0,-42.0,20.0
Alaska,4/23/2020,-27.0,-8.0,26.0,-44.0,-40.0,16.0
Arizona,4/23/2020,-34.0,-13.0,-15.0,-39.0,-47.0,17.0
Arkansas,4/23/2020,-18.0,3.0,46.0,-20.0,-35.0,12.0
California,4/23/2020,-53.0,-15.0,-28.0,-52.0,-51.0,22.0
Colorado,4/23/2020,-39.0,-18.0,13.0,-53.0,-53.0,21.0
Connecticut,4/23/2020,-41.0,-18.0,1.0,-52.0,-51.0,22.0
Delaware,4/23/2020,-38.0,-18.0,-17.0,-49.0,-49.0,21.0
District of Columbia,4/23/2020,-65.0,-36.0,-69.0,-78.0,-70.0,30.0
Florida,4/23/2020,-43.0,-21.0,-47.0,-55.0,-47.0,20.0
Georgia,4/23/2020,-40.0,-19.0,-50.0,-53.0,-49.0,23.0
Hawaii,4/23/2020,-52.0,-30.0,-65.0,-69.0,-48.0,23.0
Idaho,4/23/2020,-29.0,-6.0,30.0,-25.0,-42.0,16.0
Illinois,4/23/2020,-41.0,-10.0,-12.0,-52.0,-50.0,22.0
Indiana,4/23/2020,-34.0,-10.0,1.0,-28.0,-46.0,20.0
Iowa,4/23/2020,-32.0,-4.0,124.0,-19.0,-41.0,16.0
Kansas,4/23/2020,-31.0,-9.0,121.0,-22.0,-44.0,17.0
Kentucky,4/23/2020,-36.0,-12.0,-22.0,-36.0,-46.0,19.0
Louisiana,4/23/2020,-33.0,-7.0,-27.0,-42.0,-43.0,18.0
Maine,4/23/2020,-35.0,-9.0,52.0,-44.0,-44.0,17.0
Maryland,4/23/2020,-40.0,-21.0,-18.0,-58.0,-55.0,25.0
Massachusetts,4/23/2020,-45.0,-20.0,21.0,-69.0,-58.0,25.0
Michigan,4/23/2020,-49.0,-20.0,-10.0,-55.0,-59.0,26.0
Minnesota,4/23/2020,-38.0,-12.0,59.0,-53.0,-48.0,21.0
Mississippi,4/23/2020,-25.0,-6.0,-16.0,-23.0,-39.0,16.0
Missouri,4/23/2020,-33.0,-7.0,30.0,-31.0,-45.0,18.0
Montana,4/23/2020,-36.0,-3.0,10.0,-29.0,-38.0,15.0
Nebraska,4/23/2020,-27.0,-5.0,71.0,-12.0,-40.0,17.0
Nevada,4/23/2020,-41.0,-14.0,-35.0,-53.0,-53.0,20.0
New Hampshire,4/23/2020,-33.0,-12.0,68.0,-43.0,-46.0,20.0
New Jersey,4/23/2020,-58.0,-21.0,-23.0,-67.0,-59.0,27.0
New Mexico,4/23/2020,-30.0,-6.0,1.0,-26.0,-46.0,18.0
New York,4/23/2020,-60.0,-20.0,-32.0,-69.0,-59.0,26.0
North Carolina,4/23/2020,-36.0,-12.0,-30.0,-50.0,-45.0,20.0
North Dakota,4/23/2020,-33.0,-10.0,34.0,-28.0,-36.0,17.0
Ohio,4/23/2020,-35.0,-11.0,13.0,-32.0,-47.0,20.0
Oklahoma,4/23/2020,-17.0,3.0,59.0,-15.0,-40.0,14.0
Oregon,4/23/2020,-37.0,-9.0,20.0,-43.0,-48.0,17.0
Pennsylvania,4/23/2020,-43.0,-18.0,-5.0,-54.0,-52.0,22.0
Rhode Island,4/23/2020,-37.0,-16.0,28.0,-64.0,-50.0,21.0
South Carolina,4/23/2020,-34.0,-12.0,-46.0,-31.0,-42.0,19.0
South Dakota,4/23/2020,-29.0,-1.0,73.0,-20.0,-38.0,16.0
Tennessee,4/23/2020,-32.0,-9.0,-30.0,-35.0,-42.0,18.0
Texas,4/23/2020,-31.0,-11.0,6.0,-39.0,-46.0,19.0
Utah,4/23/2020,-31.0,-10.0,22.0,-44.0,-47.0,19.0
Vermont,4/23/2020,-42.0,-20.0,31.0,-49.0,-52.0,20.0
Virginia,4/23/2020,-38.0,-16.0,-17.0,-51.0,-49.0,22.0
Washington,4/23/2020,-39.0,-12.0,2.0,-56.0,-54.0,21.0
West Virginia,4/23/2020,-32.0,-13.0,-20.0,-25.0,-42.0,16.0
Wisconsin,4/23/2020,-41.0,-15.0,30.0,-34.0,-44.0,20.0
Wyoming,4/23/2020,-30.0,-8.0,-2.0,-11.0,-36.0,15.0
Alabama,4/24/2020,-26.0,-4.0,22.0,-26.0,-39.0,16.0
Alaska,4/24/2020,-28.0,-8.0,33.0,-44.0,-37.0,16.0
Arizona,4/24/2020,-36.0,-14.0,-19.0,-39.0,-46.0,18.0
Arkansas,4/24/2020,-20.0,0.0,34.0,-22.0,-35.0,13.0
California,4/24/2020,-54.0,-14.0,-29.0,-52.0,-50.0,23.0
Colorado,4/24/2020,-40.0,-18.0,-4.0,-53.0,-51.0,21.0
Connecticut,4/24/2020,-45.0,-22.0,-33.0,-58.0,-51.0,26.0
Delaware,4/24/2020,-42.0,-24.0,-46.0,-56.0,-49.0,24.0
District of Columbia,4/24/2020,-65.0,-34.0,-69.0,-77.0,-69.0,30.0
Florida,4/24/2020,-47.0,-25.0,-60.0,-60.0,-47.0,23.0
Georgia,4/24/2020,-31.0,-10.0,22.0,-48.0,-45.0,18.0
Hawaii,4/24/2020,-51.0,-30.0,-65.0,-69.0,-47.0,24.0
Idaho,4/24/2020,-30.0,-6.0,68.0,-24.0,-41.0,14.0
Illinois,4/24/2020,-42.0,-13.0,-12.0,-50.0,-50.0,22.0
Indiana,4/24/2020,-32.0,-11.0,80.0,-24.0,-45.0,18.0
Iowa,4/24/2020,-32.0,1.0,61.0,-19.0,-39.0,16.0
Kansas,4/24/2020,-34.0,-15.0,26.0,-26.0,-41.0,17.0
Kentucky,4/24/2020,-30.0,-5.0,60.0,-31.0,-44.0,18.0
Louisiana,4/24/2020,-33.0,-6.0,-4.0,-41.0,-41.0,18.0
Maine,4/24/2020,-39.0,-15.0,23.0,-49.0,-45.0,19.0
Maryland,4/24/2020,-42.0,-24.0,-26.0,-59.0,-55.0,27.0
Massachusetts,4/24/2020,-51.0,-27.0,-45.0,-72.0,-58.0,29.0
Michigan,4/24/2020,-50.0,-23.0,39.0,-51.0,-58.0,26.0
Minnesota,4/24/2020,-38.0,-10.0,75.0,-52.0,-48.0,21.0
Mississippi,4/24/2020,-23.0,-5.0,7.0,-23.0,-37.0,15.0
Missouri,4/24/2020,-30.0,-11.0,36.0,-29.0,-37.0,17.0
Montana,4/24/2020,-35.0,0.0,37.0,-22.0,-37.0,14.0
Nebraska,4/24/2020,-30.0,-5.0,20.0,-16.0,-41.0,18.0
Nevada,4/24/2020,-42.0,-16.0,-37.0,-53.0,-53.0,21.0
New Hampshire,4/24/2020,-39.0,-17.0,-2.0,-57.0,-46.0,23.0
New Jersey,4/24/2020,-62.0,-27.0,-50.0,-71.0,-59.0,31.0
New Mexico,4/24/2020,-33.0,-3.0,-7.0,-29.0,-43.0,17.0
New York,4/24/2020,-63.0,-25.0,-50.0,-70.0,-59.0,29.0
North Carolina,4/24/2020,-31.0,-8.0,33.0,-44.0,-43.0,17.0
North Dakota,4/24/2020,-35.0,-10.0,50.0,-26.0,-34.0,18.0
Ohio,4/24/2020,-34.0,-12.0,108.0,-26.0,-46.0,19.0
Oklahoma,4/24/2020,-24.0,-5.0,24.0,-18.0,-39.0,16.0
Oregon,4/24/2020,-40.0,-13.0,-3.0,-44.0,-46.0,18.0
Pennsylvania,4/24/2020,-47.0,-23.0,-23.0,-57.0,-51.0,24.0
Rhode Island,4/24/2020,-45.0,-22.0,-38.0,-69.0,-50.0,26.0
South Carolina,4/24/2020,-29.0,-5.0,-13.0,-28.0,-40.0,15.0
South Dakota,4/24/2020,-29.0,2.0,72.0,-18.0,-35.0,17.0
Tennessee,4/24/2020,-30.0,-8.0,5.0,-31.0,-41.0,16.0
Texas,4/24/2020,-33.0,-11.0,-10.0,-40.0,-45.0,20.0
Utah,4/24/2020,-31.0,-6.0,71.0,-39.0,-45.0,17.0
Vermont,4/24/2020,-46.0,-26.0,7.0,-53.0,-53.0,22.0
Virginia,4/24/2020,-38.0,-17.0,1.0,-52.0,-49.0,22.0
Washington,4/24/2020,-40.0,-14.0,17.0,-54.0,-53.0,21.0
West Virginia,4/24/2020,-36.0,-16.0,-13.0,-29.0,-41.0,17.0
Wisconsin,4/24/2020,-42.0,-16.0,58.0,-31.0,-43.0,21.0
Wyoming,4/24/2020,-31.0,-4.0,6.0,-6.0,-34.0,16.0
Alabama,4/25/2020,-31.0,-3.0,17.0,-23.0,-23.0,9.0
Alaska,4/25/2020,-25.0,-2.0,85.0,-40.0,-25.0,7.0
Arizona,4/25/2020,-40.0,-12.0,-28.0,-37.0,-32.0,12.0
Arkansas,4/25/2020,-23.0,3.0,27.0,-20.0,-20.0,7.0
California,4/25/2020,-56.0,-13.0,-35.0,-47.0,-34.0,15.0
Colorado,4/25/2020,-41.0,-15.0,6.0,-48.0,-35.0,13.0
Connecticut,4/25/2020,-37.0,-17.0,174.0,-44.0,-33.0,11.0
Delaware,4/25/2020,-37.0,-16.0,,-37.0,-30.0,11.0
District of Columbia,4/25/2020,-68.0,-28.0,-56.0,-69.0,-47.0,16.0
Florida,4/25/2020,-45.0,-19.0,-52.0,-59.0,-36.0,13.0
Georgia,4/25/2020,-32.0,-8.0,20.0,-45.0,-28.0,11.0
Hawaii,4/25/2020,-51.0,-29.0,-54.0,-71.0,-44.0,16.0
Idaho,4/25/2020,-31.0,-3.0,71.0,-18.0,-27.0,8.0
Illinois,4/25/2020,-48.0,-14.0,-43.0,-48.0,-34.0,15.0
Indiana,4/25/2020,-36.0,-9.0,44.0,-24.0,-32.0,11.0
Iowa,4/25/2020,-35.0,6.0,115.0,-18.0,-22.0,9.0
Kansas,4/25/2020,-35.0,-6.0,137.0,-16.0,-25.0,9.0
Kentucky,4/25/2020,-35.0,-5.0,26.0,-31.0,-30.0,11.0
Louisiana,4/25/2020,-37.0,-6.0,-22.0,-40.0,-29.0,11.0
Maine,4/25/2020,-37.0,-13.0,77.0,-47.0,-29.0,9.0
Maryland,4/25/2020,-41.0,-16.0,55.0,-43.0,-35.0,14.0
Massachusetts,4/25/2020,-45.0,-22.0,98.0,-56.0,-40.0,13.0
Michigan,4/25/2020,-50.0,-22.0,58.0,-47.0,-40.0,14.0
Minnesota,4/25/2020,-40.0,-6.0,92.0,-45.0,-30.0,11.0
Mississippi,4/25/2020,-26.0,-2.0,3.0,-25.0,-25.0,9.0
Missouri,4/25/2020,-39.0,-7.0,14.0,-29.0,-28.0,11.0
Montana,4/25/2020,-37.0,1.0,53.0,-23.0,-30.0,7.0
Nebraska,4/25/2020,-33.0,-4.0,68.0,-10.0,-24.0,10.0
Nevada,4/25/2020,-45.0,-15.0,-44.0,-51.0,-50.0,15.0
New Hampshire,4/25/2020,-37.0,-17.0,90.0,-39.0,-33.0,10.0
New Jersey,4/25/2020,-57.0,-19.0,26.0,-58.0,-39.0,15.0
New Mexico,4/25/2020,-38.0,-9.0,-5.0,-28.0,-32.0,11.0
New York,4/25/2020,-57.0,-15.0,45.0,-58.0,-41.0,14.0
North Carolina,4/25/2020,-37.0,-10.0,3.0,-46.0,-30.0,11.0
North Dakota,4/25/2020,-39.0,-6.0,52.0,-30.0,-23.0,10.0
Ohio,4/25/2020,-34.0,-9.0,136.0,-22.0,-31.0,10.0
Oklahoma,4/25/2020,-25.0,4.0,55.0,-10.0,-25.0,8.0
Oregon,4/25/2020,-43.0,-13.0,11.0,-37.0,-33.0,11.0
Pennsylvania,4/25/2020,-43.0,-15.0,85.0,-41.0,-34.0,12.0
Rhode Island,4/25/2020,-38.0,-16.0,139.0,-51.0,-35.0,12.0
South Carolina,4/25/2020,-32.0,-5.0,-2.0,-29.0,-28.0,9.0
South Dakota,4/25/2020,-35.0,1.0,57.0,-24.0,-25.0,11.0
Tennessee,4/25/2020,-36.0,-7.0,-24.0,-31.0,-28.0,10.0
Texas,4/25/2020,-37.0,-11.0,-14.0,-37.0,-30.0,12.0
Utah,4/25/2020,-35.0,-8.0,81.0,-33.0,-28.0,9.0
Vermont,4/25/2020,-45.0,-23.0,103.0,-50.0,-39.0,10.0
Virginia,4/25/2020,-41.0,-13.0,6.0,-44.0,-32.0,12.0
Washington,4/25/2020,-45.0,-15.0,8.0,-46.0,-37.0,13.0
West Virginia,4/25/2020,-33.0,-10.0,29.0,-18.0,-28.0,9.0
Wisconsin,4/25/2020,-43.0,-9.0,78.0,-29.0,-27.0,11.0
Wyoming,4/25/2020,-27.0,-1.0,49.0,1.0,-24.0,8.0
Alabama,4/26/2020,-30.0,-7.0,15.0,-29.0,-31.0,8.0
Alaska,4/26/2020,-17.0,-3.0,101.0,-43.0,-25.0,5.0
Arizona,4/26/2020,-37.0,-14.0,-22.0,-41.0,-34.0,9.0
Arkansas,4/26/2020,-18.0,4.0,78.0,-22.0,-25.0,5.0
California,4/26/2020,-56.0,-17.0,-31.0,-50.0,-36.0,13.0
Colorado,4/26/2020,-39.0,-16.0,15.0,-53.0,-37.0,10.0
Connecticut,4/26/2020,-50.0,-29.0,-41.0,-63.0,-36.0,14.0
Delaware,4/26/2020,-48.0,-24.0,-53.0,-60.0,-39.0,13.0
District of Columbia,4/26/2020,-69.0,-39.0,-73.0,-74.0,-51.0,16.0
Florida,4/26/2020,-47.0,-23.0,-52.0,-63.0,-40.0,12.0
Georgia,4/26/2020,-34.0,-11.0,4.0,-53.0,-36.0,10.0
Hawaii,4/26/2020,-53.0,-30.0,-55.0,-74.0,-44.0,14.0
Idaho,4/26/2020,-18.0,3.0,164.0,-19.0,-33.0,5.0
Illinois,4/26/2020,-39.0,-11.0,70.0,-43.0,-35.0,10.0
Indiana,4/26/2020,-33.0,-9.0,63.0,-25.0,-34.0,9.0
Iowa,4/26/2020,-26.0,8.0,195.0,-22.0,-27.0,6.0
Kansas,4/26/2020,-25.0,-10.0,102.0,-16.0,-30.0,7.0
Kentucky,4/26/2020,-38.0,-11.0,-19.0,-37.0,-35.0,10.0
Louisiana,4/26/2020,-33.0,-5.0,-1.0,-44.0,-32.0,9.0
Maine,4/26/2020,-35.0,-11.0,31.0,-51.0,-27.0,8.0
Maryland,4/26/2020,-49.0,-24.0,-41.0,-57.0,-42.0,15.0
Massachusetts,4/26/2020,-53.0,-32.0,-34.0,-71.0,-42.0,15.0
Michigan,4/26/2020,-42.0,-19.0,134.0,-48.0,-39.0,9.0
Minnesota,4/26/2020,-35.0,-10.0,121.0,-52.0,-33.0,8.0
Mississippi,4/26/2020,-22.0,-4.0,17.0,-25.0,-30.0,8.0
Missouri,4/26/2020,-25.0,-2.0,89.0,-26.0,-29.0,6.0
Montana,4/26/2020,-28.0,1.0,79.0,-23.0,-29.0,5.0
Nebraska,4/26/2020,-26.0,-5.0,98.0,-14.0,-25.0,7.0
Nevada,4/26/2020,-44.0,-17.0,-28.0,-58.0,-52.0,12.0
New Hampshire,4/26/2020,-41.0,-25.0,-15.0,-58.0,-35.0,11.0
New Jersey,4/26/2020,-67.0,-35.0,-59.0,-73.0,-44.0,16.0
New Mexico,4/26/2020,-34.0,-10.0,-3.0,-32.0,-32.0,9.0
New York,4/26/2020,-66.0,-33.0,-58.0,-70.0,-44.0,15.0
North Carolina,4/26/2020,-35.0,-11.0,10.0,-50.0,-35.0,9.0
North Dakota,4/26/2020,-33.0,-8.0,84.0,-33.0,-26.0,7.0
Ohio,4/26/2020,-40.0,-17.0,-13.0,-39.0,-35.0,10.0
Oklahoma,4/26/2020,-22.0,0.0,63.0,-14.0,-30.0,6.0
Oregon,4/26/2020,-36.0,-13.0,28.0,-36.0,-35.0,9.0
Pennsylvania,4/26/2020,-51.0,-26.0,-49.0,-56.0,-38.0,13.0
Rhode Island,4/26/2020,-48.0,-28.0,-44.0,-67.0,-38.0,13.0
South Carolina,4/26/2020,-30.0,-7.0,-7.0,-30.0,-34.0,8.0
South Dakota,4/26/2020,-20.0,9.0,206.0,-22.0,-25.0,5.0
Tennessee,4/26/2020,-34.0,-10.0,-33.0,-35.0,-35.0,9.0
Texas,4/26/2020,-35.0,-15.0,-15.0,-43.0,-34.0,10.0
Utah,4/26/2020,-26.0,-3.0,102.0,-36.0,-38.0,6.0
Vermont,4/26/2020,-48.0,-25.0,-9.0,-68.0,-38.0,10.0
Virginia,4/26/2020,-41.0,-15.0,-8.0,-52.0,-37.0,11.0
Washington,4/26/2020,-36.0,-15.0,13.0,-46.0,-37.0,10.0
West Virginia,4/26/2020,-35.0,-14.0,-23.0,-25.0,-33.0,9.0
Wisconsin,4/26/2020,-33.0,-9.0,183.0,-29.0,-29.0,7.0
Wyoming,4/26/2020,-25.0,-6.0,41.0,-15.0,-28.0,6.0
Alabama,4/27/2020,-20.0,-4.0,20.0,-21.0,-37.0,14.0
Alaska,4/27/2020,-14.0,-5.0,60.0,-39.0,-36.0,13.0
Arizona,4/27/2020,-31.0,-13.0,-19.0,-38.0,-45.0,16.0
Arkansas,4/27/2020,-14.0,0.0,11.0,-17.0,-34.0,12.0
California,4/27/2020,-51.0,-15.0,-23.0,-51.0,-49.0,20.0
Colorado,4/27/2020,-31.0,-13.0,51.0,-49.0,-46.0,17.0
Connecticut,4/27/2020,-40.0,-20.0,-18.0,-54.0,-49.0,22.0
Delaware,4/27/2020,-36.0,-17.0,-23.0,-48.0,-46.0,19.0
District of Columbia,4/27/2020,-62.0,-34.0,-60.0,-76.0,-68.0,28.0
Florida,4/27/2020,-38.0,-19.0,-39.0,-54.0,-44.0,17.0
Georgia,4/27/2020,-25.0,-8.0,14.0,-47.0,-43.0,16.0
Hawaii,4/27/2020,-49.0,-28.0,-60.0,-66.0,-46.0,20.0
Idaho,4/27/2020,-21.0,-2.0,63.0,-21.0,-36.0,11.0
Illinois,4/27/2020,-37.0,-13.0,-5.0,-51.0,-49.0,20.0
Indiana,4/27/2020,-21.0,-6.0,71.0,-19.0,-43.0,16.0
Iowa,4/27/2020,-25.0,3.0,128.0,-16.0,-39.0,14.0
Kansas,4/27/2020,-25.0,-7.0,91.0,-19.0,-40.0,15.0
Kentucky,4/27/2020,-20.0,-1.0,55.0,-27.0,-42.0,15.0
Louisiana,4/27/2020,-26.0,-7.0,-3.0,-37.0,-38.0,15.0
Maine,4/27/2020,-40.0,-18.0,-28.0,-51.0,-44.0,18.0
Maryland,4/27/2020,-38.0,-21.0,-12.0,-56.0,-53.0,23.0
Massachusetts,4/27/2020,-50.0,-31.0,-48.0,-74.0,-58.0,25.0
Michigan,4/27/2020,-37.0,-18.0,64.0,-46.0,-56.0,21.0
Minnesota,4/27/2020,-29.0,-8.0,122.0,-50.0,-47.0,18.0
Mississippi,4/27/2020,-12.0,-1.0,6.0,-20.0,-34.0,12.0
Missouri,4/27/2020,-25.0,-4.0,33.0,-29.0,-42.0,16.0
Montana,4/27/2020,-24.0,1.0,28.0,-26.0,-33.0,11.0
Nebraska,4/27/2020,-20.0,-2.0,111.0,-10.0,-38.0,14.0
Nevada,4/27/2020,-38.0,-13.0,-31.0,-52.0,-50.0,18.0
New Hampshire,4/27/2020,-37.0,-21.0,-33.0,-55.0,-47.0,21.0
New Jersey,4/27/2020,-57.0,-23.0,-31.0,-67.0,-57.0,26.0
New Mexico,4/27/2020,-27.0,-5.0,2.0,-27.0,-44.0,16.0
New York,4/27/2020,-59.0,-23.0,-37.0,-68.0,-58.0,25.0
North Carolina,4/27/2020,-25.0,-6.0,28.0,-42.0,-41.0,15.0
North Dakota,4/27/2020,-26.0,-9.0,56.0,-27.0,-34.0,14.0
Ohio,4/27/2020,-25.0,-6.0,106.0,-23.0,-44.0,16.0
Oklahoma,4/27/2020,-17.0,-1.0,16.0,-16.0,-38.0,14.0
Oregon,4/27/2020,-32.0,-11.0,19.0,-41.0,-45.0,16.0
Pennsylvania,4/27/2020,-38.0,-17.0,-1.0,-53.0,-49.0,20.0
Rhode Island,4/27/2020,-41.0,-24.0,-33.0,-69.0,-49.0,21.0
South Carolina,4/27/2020,-20.0,-3.0,0.0,-24.0,-37.0,13.0
South Dakota,4/27/2020,-19.0,4.0,127.0,-16.0,-34.0,12.0
Tennessee,4/27/2020,-18.0,-4.0,18.0,-27.0,-38.0,14.0
Texas,4/27/2020,-29.0,-13.0,-11.0,-40.0,-44.0,18.0
Utah,4/27/2020,-24.0,-6.0,56.0,-40.0,-45.0,16.0
Vermont,4/27/2020,-42.0,-24.0,-31.0,-53.0,-51.0,20.0
Virginia,4/27/2020,-33.0,-14.0,0.0,-51.0,-46.0,19.0
Washington,4/27/2020,-34.0,-13.0,9.0,-53.0,-51.0,19.0
West Virginia,4/27/2020,-22.0,-5.0,8.0,-19.0,-39.0,14.0
Wisconsin,4/27/2020,-36.0,-13.0,40.0,-34.0,-42.0,18.0
Wyoming,4/27/2020,-19.0,-2.0,39.0,-12.0,-32.0,11.0
Alabama,4/28/2020,-21.0,-2.0,22.0,-20.0,-37.0,8.0
Alaska,4/28/2020,-15.0,-4.0,58.0,-39.0,-37.0,5.0
Arizona,4/28/2020,-32.0,-11.0,-20.0,-34.0,-46.0,9.0
Arkansas,4/28/2020,-15.0,3.0,36.0,-15.0,-35.0,6.0
California,4/28/2020,-51.0,-14.0,-19.0,-49.0,-50.0,13.0
Colorado,4/28/2020,-32.0,-13.0,24.0,-48.0,-50.0,11.0
Connecticut,4/28/2020,-33.0,-14.0,55.0,-45.0,-50.0,14.0
Delaware,4/28/2020,-31.0,-14.0,27.0,-40.0,-47.0,13.0
District of Columbia,4/28/2020,-62.0,-32.0,-66.0,-77.0,-69.0,22.0
Florida,4/28/2020,-38.0,-17.0,-39.0,-50.0,-45.0,13.0
Georgia,4/28/2020,-24.0,-6.0,15.0,-43.0,-45.0,12.0
Hawaii,4/28/2020,-48.0,-28.0,-59.0,-67.0,-48.0,13.0
Idaho,4/28/2020,-19.0,3.0,129.0,-15.0,-41.0,4.0
Illinois,4/28/2020,-36.0,-11.0,10.0,-49.0,-50.0,14.0
Indiana,4/28/2020,-22.0,-2.0,100.0,-16.0,-44.0,10.0
Iowa,4/28/2020,-29.0,2.0,73.0,-17.0,-41.0,11.0
Kansas,4/28/2020,-26.0,-6.0,73.0,-18.0,-44.0,11.0
Kentucky,4/28/2020,-21.0,1.0,69.0,-22.0,-43.0,9.0
Louisiana,4/28/2020,-30.0,-7.0,-20.0,-38.0,-41.0,10.0
Maine,4/28/2020,-33.0,-10.0,19.0,-41.0,-43.0,11.0
Maryland,4/28/2020,-36.0,-18.0,4.0,-54.0,-54.0,18.0
Massachusetts,4/28/2020,-43.0,-21.0,9.0,-68.0,-58.0,18.0
Michigan,4/28/2020,-35.0,-13.0,103.0,-41.0,-57.0,15.0
Minnesota,4/28/2020,-37.0,-14.0,-1.0,-56.0,-49.0,15.0
Mississippi,4/28/2020,-14.0,1.0,9.0,-16.0,-35.0,7.0
Missouri,4/28/2020,-26.0,-5.0,48.0,-26.0,-44.0,10.0
Montana,4/28/2020,-23.0,7.0,90.0,-18.0,-35.0,3.0
Nebraska,4/28/2020,-24.0,-5.0,66.0,-10.0,-40.0,10.0
Nevada,4/28/2020,-35.0,-8.0,-30.0,-48.0,-52.0,11.0
New Hampshire,4/28/2020,-30.0,-10.0,40.0,-43.0,-47.0,14.0
New Jersey,4/28/2020,-51.0,-15.0,25.0,-61.0,-58.0,19.0
New Mexico,4/28/2020,-27.0,-3.0,4.0,-23.0,-45.0,10.0
New York,4/28/2020,-54.0,-15.0,22.0,-64.0,-57.0,18.0
North Carolina,4/28/2020,-24.0,-3.0,38.0,-38.0,-42.0,10.0
North Dakota,4/28/2020,-29.0,-9.0,5.0,-23.0,-35.0,11.0
Ohio,4/28/2020,-26.0,-6.0,100.0,-21.0,-46.0,11.0
Oklahoma,4/28/2020,-20.0,0.0,25.0,-15.0,-39.0,9.0
Oregon,4/28/2020,-31.0,-6.0,56.0,-37.0,-47.0,8.0
Pennsylvania,4/28/2020,-35.0,-13.0,43.0,-48.0,-50.0,14.0
Rhode Island,4/28/2020,-32.0,-14.0,35.0,-61.0,-49.0,15.0
South Carolina,4/28/2020,-19.0,1.0,0.0,-18.0,-39.0,9.0
South Dakota,4/28/2020,-24.0,4.0,37.0,-11.0,-36.0,9.0
Tennessee,4/28/2020,-18.0,-1.0,28.0,-23.0,-39.0,8.0
Texas,4/28/2020,-30.0,-12.0,-14.0,-38.0,-46.0,13.0
Utah,4/28/2020,-24.0,-4.0,89.0,-39.0,-47.0,8.0
Vermont,4/28/2020,-37.0,-17.0,60.0,-44.0,-51.0,13.0
Virginia,4/28/2020,-32.0,-11.0,23.0,-46.0,-48.0,14.0
